Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
LPG,U-Haul,930 10th Ave,,Columbus,GA,31901,,7063244336,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,32.46418,-84.979317,2025-05-12,70179,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,1700 Box Rd,,Columbus,GA,31907,,7065680322,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,32.479122,-84.935654,2025-05-12,70180,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,1150 Dogwood Dr SE,,Conyers,GA,30012,,7707613888,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,GPS,33.655459,-84.008626,2025-05-12,70181,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2505 Candler Rd,,Decatur,GA,30032,,4042416021,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,33.716828,-84.275641,2025-05-12,70182,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,9416 Highway 5,,Douglasville,GA,30135,,6788380121,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,33.727005,-84.76151,2025-05-12,70183,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,4374 Thurman Rd,,Forest Park,GA,30297,,4043663620,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,33.635055,-84.357459,2025-05-12,70184,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,7308 Tara Blvd,,Jonesboro,GA,30236,,7704717956,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,33.555005,-84.369817,2025-05-12,70185,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,8640 Kendrick Rd,,Jonesboro,GA,30238,,7704778037,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,33.518888,-84.379206,2025-05-12,70186,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2085 Cobb Pkwy,,Kennesaw,GA,30152,,7707928555,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,34.002743,-84.601783,2025-05-12,70187,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,770 Gray Hwy,,Macon,GA,31211,,4787436756,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,32.850625,-83.622268,2025-05-12,70188,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,543 Cobb Pkwy S,,Marietta,GA,30060,,7704283727,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,33.939454,-84.513804,2025-05-12,70189,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2447 Shorter Ave,,Rome,GA,30161,,7062329778,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,34.271476,-85.2372,2025-05-12,70190,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,8810 Abercorn St,,Savannah,GA,31406,,9129276550,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,31.997011,-81.126537,2025-05-12,70191,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,3802 Ogeechee Rd,,Savannah,GA,31405,,9122339912,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,32.054239,-81.148733,2025-05-12,70192,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2416 S Cobb Dr,,Smyrna,GA,30080,,7704325249,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,33.893786,-84.539218,2025-05-12,70193,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,2040 Scenic Hwy N,,Snellville,GA,30078,,7707364992,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,33.867989,-84.015089,2025-05-12,70194,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,U-Haul,11300 Highway 92,,Woodstock,GA,30188,,6784941551,E,,Public - Call ahead,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,34.085288,-84.500605,2025-05-12,70196,2025-05-12 16:14:03 UTC,P,,,2015-10-02,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,RENTAL_CAR_RETURN,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
ELEC,Nissan of Newnan,783 Bullsboro Dr,,Newnan,GA,30263,,770-254-3800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,33.39579,-84.75228,2024-02-12,70444,2025-02-12 00:16:32 UTC,P,,,2014-08-19,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Newnan,783 Bullsboro Dr,,Newnan,GA,30263,,770-254-3800,E,,Private,Service center use only,,,,,,1,,,Non-Networked,,200-8,33.39579,-84.75228,2024-02-12,70466,2025-02-12 00:16:32 UTC,P,,,2014-08-19,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,GWCC GWCC MB NGW 8,Mangum St SW,,Atlanta,GA,30303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.755638,-84.398674,2025-06-02,70512,2025-06-02 01:01:56 UTC,,,,2015-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
E85,Jonesboro Food Mart - Mobil,4209 Jonesboro Rd,,Forest Park,GA,30297,,470-891-8066,E,,Public,6am-10:30pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,33.639609,-84.361738,2017-10-03,70613,2025-05-13 19:43:49 UTC,P,,,2015-10-22,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,,
E85,RaceTrac #2329,6875 Jimmy Carter Blvd,,Norcross,GA,30071,,770-248-0083,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,33.942355,-84.237605,2024-09-12,70620,2025-02-12 00:16:32 UTC,P,,,2015-10-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,,
ELEC,HIGHWOODS 2800 NGW1,2800 Century Center Dr,Near loading dock,Atlanta,GA,30345,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.848618,-84.304817,2025-06-02,70705,2025-06-02 01:02:02 UTC,,,,2015-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
CNG,Liberty Utilities Service Center,2300 Victory Dr,,Columbus,GA,31901,,,E,,Private,,,,Q,3600,,,,,,,200-9,32.440098,-84.966781,2024-10-11,70850,2025-02-12 00:16:32 UTC,T,,,2015-10-05,,HD,,,,US,,,,Privé,,private,,,UTILITY,2,,,,,,,,,,,Q,3600,HD,,,,,,,,,false,,HD,,
ELEC,HIGHWOODS 2400 NGW,2400 Century Center Dr,,Atlanta,GA,30345,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.846544,-84.3063,2025-06-02,71016,2025-06-02 01:02:02 UTC,,,,2015-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,THREE ALLIANCE 3 ALLIANCE EV1,3560 Lenox Rd NE,,Atlanta,GA,30326,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.85114,-84.366722,2025-06-02,71107,2025-06-02 01:05:47 UTC,,,,2015-11-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
LPG,AmeriGas,8951 US Highway 301 S,,Statesboro,GA,30458,,912-681-6076,E,,Private - Fleet customers only,Contact AmeriGas to set up fueling arrangements,,,,,,,,,,,GPS,32.37664589138652,-81.84231188954925,2024-07-11,71985,2025-02-12 00:16:32 UTC,P,,,2015-12-22,,,,,,US,,,,Privé - Réservé aux clients de parcs,,private,FLEET,,FUEL_RESELLER,,,,,,,,,,,,,,,,,,,,,,,,,HD,,
ELEC,Yonah Mountain Vineyards,1717 Highway 225,,Cleveland,GA,30528,,706-878-5522,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,4,,,Non-Networked,,GPS,34.615088,-83.703135,2024-02-12,72082,2025-02-12 00:16:32 UTC,P,,,2015-11-01,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
E85,RaceTrac #2340,5901 Highway 53,,Braselton,GA,30517,,706-658-4731,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,34.12044,-83.763007,2024-09-12,72324,2025-02-12 00:16:32 UTC,P,,,2016-01-01,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,,
E85,RaceTrac #2374,665 Highway 53 E,,Calhoun,GA,30701,,706-629-4897,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,34.473003,-84.923414,2024-09-12,72325,2025-02-12 00:16:32 UTC,P,,,2016-01-01,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,,
ELEC,Savannah Harley-Davidson,1 Fort Argyle Rd,,Savannah,GA,31324,,912-925-0005,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,32.003481,-81.286643,2024-08-15,72523,2025-02-12 00:16:32 UTC,P,,,2015-10-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,SAT PLACE 300 BANYAN 2 NGW,3237 Satellite Blvd,,Duluth,GA,30096,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.96366,-84.120419,2025-06-02,72592,2025-06-02 01:03:31 UTC,,,,2016-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
CNG,City of Augusta,711 Scott Nixon Memorial Dr,,Augusta,GA,30907,,706-592-3224,E,,Public - Credit card at all times,24 hours daily,D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,33.497956,-82.089662,2025-01-13,72596,2025-02-12 00:16:32 UTC,LG,,,2017-11-06,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,2,,1500,56000,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,,
ELEC,GE Campus,4200 Wildwood Pkwy,,Atlanta,GA,30339,,678-844-6000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,33.913436,-84.456553,2024-01-09,72695,2024-01-31 22:07:01 UTC,P,,,2016-01-25,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,true,
CNG,Austell Gas,5997 Hutcheson Dr,,Austell,GA,30106,,,E,,Private,,,,B,3600,,,,,,,200-8,33.81443,-84.641241,2025-05-12,73154,2025-05-12 16:12:12 UTC,T,,,2014-12-15,,LD,,,,US,,,,Privé,,private,,,STANDALONE_STATION,1,,,,,,,,,,,B,3600,LD,,,,,,,,,false,,LD,,
CNG,Waste Management - Atlanta South,3001 S Pioneer Dr SE,,Smyrna,GA,30082,,,E,,Private,,,,B,3600,,,,,,,200-9,33.822847,-84.496031,2023-12-13,73155,2024-08-27 18:49:17 UTC,P,,,2016-05-15,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,B,3600,HD,,,,,,,,,,,HD,,
ELEC,KENNESAW HAWTHORNE EV1,4045 George Busbee Pkwy NW,,Kennesaw,GA,30144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.050753,-84.586163,2025-06-02,73609,2025-06-02 01:03:08 UTC,,,,2016-02-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
CNG,Atlanta Gas Light - Savannah Service Center,1668 Chatham Pkwy,,Savannah,GA,31405,,,E,,Private,,,,Q,3600,,,,,,,200-9,32.054252,-81.16585,2025-01-13,73716,2025-02-12 00:16:32 UTC,T,,,2016-02-26,,MD,,,,US,,,,Privé,,private,,,UTILITY,1,,,,,,,,,,,Q,3600,MD,,,,,,,,,false,,MD,,
CNG,Atlanta Gas Light - Clayton County Service Center,508 Highway 138,,Riverdale,GA,30274,,,E,,Private,,,,Q,3600,,,,,,,200-8,33.546944,-84.408559,2025-01-13,73717,2025-02-12 00:16:32 UTC,T,,,1995-02-15,,HD,,,,US,,,,Privé,,private,,,UTILITY,2,,,,,,,,,,,Q,3600,HD,,,,,,,,,false,,HD,,
ELEC,ASSURANT - ATL STATION 2,260 Interstate N Cir SE,B Level of Parking deck,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.899408,-84.463308,2025-06-02,74319,2025-06-02 01:04:14 UTC,,,,2016-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
LPG,United Parcel Service,2254 Centennial Dr,,Gainesville,GA,30504,,,E,,Private,,,,,,,,,,,,200-9,34.262887,-83.865654,2024-07-11,74502,2025-05-29 12:27:44 UTC,P,,,2016-03-30,,,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,HD,,
CNG,United Parcel Service,1707 Eastman Dr,,Tifton,GA,31793,,,E,,Private,,,,Q,3600,,,,,,,200-9,31.44363,-83.538235,2024-12-10,74880,2025-05-29 12:27:44 UTC,P,,,2016-07-01,,HD,,,,US,,,,Privé,,private,,,STANDALONE_STATION,1,NONE,,,,,,,,,,Q,3600,HD,,,,,,,,,true,,HD,,
LPG,Pacific Pride,2312 Monroe Dr,,Gainesville,GA,30501,,770-532-8661,E,,Public - Call ahead,24 hours daily with card key; contact Jay Fulenwider (770-532-8661 x24) for access,Comdata EFS FleetOne FuelMan PacificPride Proprietor TCH Tchek Voyager Wright_Exp,,,,,,,,,,200-9,34.267825,-83.81522,2024-10-11,75426,2025-02-12 00:16:32 UTC,P,,,2016-04-27,,,false,,,US,,,,Public - Appeler à l'avance,,public,CALL,,GAS_STATION,,,,,,,,,QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
ELEC,754 MIDTOWN GW,759 West Peachtree St NW,The station is located in a parking garage,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.775604,-84.386929,2025-06-02,75456,2025-06-02 01:02:15 UTC,,,,2016-04-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
LPG,Alliance AutoGas - Palmetto Propane,133 Davis Rd,,Martinez,GA,30907,,800-233-1882,E,,Public - Card key after hours,9am-5pm M-F (full service); 24 hour access with Alliance AutoGas card (self-service),A ALLIANCE Cash CFN Checks D M V,,,,,,,,,,200-9,33.506832,-82.083706,2025-01-13,75622,2025-02-12 00:16:32 UTC,P,,,2016-11-10,,,true,,,US,,,,Public - Carte-clé après les heures d'ouverture,,public,KEY_AFTER_HOURS,,FUEL_RESELLER,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
ELEC,WINDWARD PLACE WINDWARD 01,6230-7498 Jefferson Ct,Behind gated fence. When you pull in go to the right. Next to maintenance shed.,Alpharetta,GA,30005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.089086,-84.239913,2025-06-02,75700,2025-06-02 01:03:21 UTC,,,,2016-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
CNG,Atlanta Gas Light - Cumming Service Center,1480 Oak Industrial Ln,,Cumming,GA,30041,,,E,,Private,,,,Q,3600,,,,,,,200-9,34.158972,-84.159288,2025-01-13,76192,2025-02-12 00:16:32 UTC,T,,,2016-06-07,,MD,,,,US,,,,Privé,,private,,,UTILITY,1,,,,,,,,,,,Q,3600,MD,,,,,,,,,false,,MD,,
ELEC,GEORGIA POWER BEST WESTERN DC,301 N Central Ave,Best Western,Hapeville,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.653984,-84.397653,2025-06-02,76862,2025-06-02 01:33:40 UTC,,,,2016-07-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BROOKLEIGH FLAT PARKING GARAGE,3450 Blair Cir NE,,Atlanta,GA,30319,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.891577,-84.323784,2025-06-02,77145,2025-06-02 01:05:48 UTC,,,,2016-07-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
E85,RaceTrac #2388,331 Olde Rope Mill Park Rd,,Woodstock,GA,30188,,770-591-8362,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,34.12362582141277,-84.52387522883606,2024-09-12,77208,2025-02-12 00:16:32 UTC,P,,,2016-07-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,,
ELEC,GEORGIA POWER KROGER COMM L2,720 Commerce Dr,Chargers are located in front of the store across from the main entrance,Decatur,GA,30030,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.778262,-84.292625,2025-06-02,77433,2025-06-02 01:02:26 UTC,,,,2016-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GEORGIA POWER GPC CORP HQ2 L2,241 Ralph McGill Blvd NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.763981,-84.380076,2025-06-02,78489,2025-06-02 01:35:45 UTC,,,,2016-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GSU HOUSING EVS UNIV COMMONS 2,141 Piedmont Ave NE,Located in parking deck P2,Atlanta,GA,30303,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.757551,-84.381217,2025-06-02,78599,2025-06-02 01:06:08 UTC,,,,2016-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GSU HOUSING EVS PIEDMONT NORTH,175 Piedmont Ave.,,Atlanta,GA,30303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.759038,-84.380579,2025-06-02,78606,2025-06-02 01:02:49 UTC,,,,2016-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GSU HOUSING EVS UNIV COMMONS 1,Piedmont Ave NE,Located in parking deck P2,Atlanta,GA,30303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.757569,-84.381199,2025-06-02,78607,2025-06-02 01:02:48 UTC,,,,2016-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
LPG,Conger LP Gas,2840 US Highway 82 W,,Sylvester,GA,31791,,229-776-7336,E,,Public,8am-5pm M-F,A Cash Checks D M V,,,,,,,,,,GPS,31.54409964074164,-83.88140301188662,2024-10-11,78772,2025-02-12 00:16:32 UTC,P,,,2016-09-15,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
LPG,Conger LP Gas,604-B N Broadfoot Blvd,,Vidalia,GA,30474,,912-537-8722,E,,Public,8am-5pm M-F,A Cash Checks D M V,,,,,,,,,,200-9,32.218033,-82.395955,2024-10-11,78864,2025-02-12 00:16:32 UTC,P,,,2016-09-15,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,false,,,,,,,,HD,,
ELEC,GEORGIA POWER STAYBRIDGE DC,3420 Norman Berry Dr,,Hapeville,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.662898,-84.428118,2025-06-02,78878,2025-06-02 01:33:54 UTC,,,,2016-10-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
LPG,TruFlame Gas Co,209 S Liberty St,,Waynesboro,GA,30830,,706-554-0346  800-387-1362,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-9,33.078871,-82.006068,2025-01-13,78885,2025-02-12 00:16:32 UTC,P,,,2015-08-01,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME,,,,,,,,false,,,,,,,,HD,,
LPG,TruFlame Gas Co,22801 Highway 80 E,,Statesboro,GA,30461,,912-764-7383  800-387-1362,E,,Public,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,32.425416,-81.73599,2025-01-13,78886,2025-02-12 00:16:32 UTC,P,,,2014-08-01,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME,,,,,,,,false,,,,,,,,HD,,
